file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.crm_dupe_score,"//calculate ratio
			
			var tbl_scores = CALCULATETABLE(SUMMARIZE(dupe_summary, dupe_summary[problem], 
			""rec_count"", COUNT(dupe_summary[_sys_docid]), 
			""prob_rec_count"", COUNTX(dupe_summary,IF (dupe_summary[is_dupe] =true, dupe_summary[_sys_docid])), 
			""max_acceptable_pct"", MAX(dupe_summary[max_acceptable_pct])
			))  // summarize by problem area
			
			--var temp = SUMX(tbl_scores, [prob_rec_count]) -- just a test
			
			var dupe_ratio = AVERAGEX(tbl_scores, 
			    IF((DIVIDE(DIVIDE([prob_rec_count], [rec_count]), [max_acceptable_pct]))> 1,
			    0.99,DIVIDE(DIVIDE([prob_rec_count], [rec_count]), [max_acceptable_pct]))
			) // get the problem record rate divided by the acceptable rate per summarized category and then avg those scores in an avg score (the trick is to calculate per record)
			
			var res = 1 - dupe_ratio -- invert to get the score
			
			return
			IF(
			    res=BLANK(),
			    0,
			    res
			)",Measure calculating crm dupe score. Respects the current filter context.,0.00,acf77ee7-4191-4d2b-b5c6-2595509ce4e5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.crm_dupe_score_industry_avg_display,,Average of crm dupe score industry avg display. Respects the current filter context.,0,d0e5e2bd-776d-4c12-bb76-0981cde94199
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.trueai_dupe_score,"var all_recs =  [meas.crm_records]
			var prob_recs =  [meas.crm_dupe_problem_records] // get the problematic records
			var non_prob_recs = all_recs - prob_recs  // get the ok records
			var avg_conf = CALCULATE(AVERAGE(dupe_summary[dupe_conf])) // get the avg confidence for corrected records 
			var res = Divide((non_prob_recs * 1 ) +  (prob_recs * avg_conf) , all_recs) // dedeuct by conf for corrected recrods 
			return 
			IF(
			    res=BLANK(),
			    0,
			    res
			)",Measure calculating trueai dupe score. Respects the current filter context.,,3b35d7b9-f525-4ad5-8374-7ee283d722de
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.trueai_dupe_score_improvement,"var trueai_score = ROUND([meas.trueai_dupe_score_display],2)      // get the trueai dupe score
			var crm_score = ROUND([meas.crm_dupe_score_display],2)               // get the crm score 
			var imp = divide(trueai_score - crm_score,  crm_score, blank())
			var res = imp
			return res",Measure calculating trueai dupe score improvement. Respects the current filter context.,+#%;-#%;0%,0b69f420-2ae6-44c0-bf93-9769337276a2
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.crm_dupe_problem_records,,Measure calculating crm dupe problem records. Respects the current filter context.,"#,0",8d19908d-4174-40e7-982c-32c4f734c86c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.crm_dupe_problem_records_pct,,Rate of crm dupe problem records pct. Respects the current filter context.,0.0%;-0.0%;0.0%,96915103-bc8f-433d-95fe-ee434db43ee5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.crm_records,,Measure calculating crm records. Respects the current filter context.,"#,0",12e6feb9-5d6a-40ab-a3ea-af7844955a3d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.trueai_corrected_records,,Measure calculating trueai corrected records. Respects the current filter context.,"#,0",4acf7700-52dc-4a32-b5b3-9831dba569f7
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.crm_dupe_score_display,[meas.crm_dupe_score] * 100,Measure calculating crm dupe score display. Respects the current filter context.,0,416329b6-8580-4f7c-94e5-3487ae032aaf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\dupe_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,dupe_summary,meas.trueai_dupe_score_display,,Measure calculating trueai dupe score display. Respects the current filter context.,0,4c30b04e-8de3-42c0-bd5d-9a83a64c5853
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\Last Refresh Date.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,'Last,meas.last_refresh_date,CALCULATE(MAX('Last Refresh Date'[Last Refresh Date])),Measure calculating last refresh date. Respects the current filter context.,General Date,53cdffaa-301b-4375-89c9-a560adaa4828
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_crm_converted_count,,Count of lead crm converted count. Respects the current filter context.,"#,0",dc3fc272-4fc0-4cd3-8fba-b7a7f678c286
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_crm_conversion_rate,[meas.lead_crm_converted_count] / CALCULATE(count(leads[_sys_docid])),Rate of lead crm conversion rate. Respects the current filter context.,0.0%;-0.0%;0.0%,39248331-9a8b-40c1-b9df-e4d4341fde51
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_crm_no_leadsource_count,"var val = CALCULATE(count(leads[_sys_docid]), or(ISBLANK(leads[crm_leadsource]) = TRUE(),leads[crm_leadsource] = """" ))
			return if(ISBLANK(val), 0, val)",Count of lead crm no leadsource count. Respects the current filter context.,"#,0",c6c29d01-f327-4b4f-aea7-8b8f28c5e688
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_crm_no_leadsource_rate,[meas.lead_crm_no_leadsource_count] / CALCULATE(count(leads[_sys_docid])),Rate of lead crm no leadsource rate. Respects the current filter context.,0.0%;-0.0%;0.0%,94c5df5a-30ec-4cfe-b8af-5e1e2c2d8f7a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_trueai_dupe_rate,CALCULATE(DISTINCTCOUNT(leads[trueai_lead_dupe_id]) / CALCULATE(count(leads[_sys_docid]))),Rate of lead trueai dupe rate. Respects the current filter context.,0.00%;-0.00%;0.00%,b828a8e6-91f0-4563-a2df-e83b275345c5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_trueai_company_dupe_rate,CALCULATE(COUNT(leads[trueai_company_dupe_id]) / CALCULATE(count(leads[_sys_docid]))),Rate of lead trueai company dupe rate. Respects the current filter context.,0.00%;-0.00%;0.00%,43225ccc-8ed9-439b-95d1-44bcc74dee82
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_trueai_completeness_improvement,"var crmval = CALCULATE(AVERAGE([crm_complt]))
			var aival = CALCULATE(AVERAGE([trueai_complt]))
			var impro = Divide(aival - crmval, crmval) 
			var res = If(impro > 0, ""+"" & FORMAT( impro, ""###%""),  ""No change"")
			return res",Measure calculating lead trueai completeness improvement. Respects the current filter context.,0 %,6a763818-4ecf-40ff-9b1b-28b75532a269
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_trueai_dupe_counts,calculate(COUNT(leads[trueai_lead_dupe_id])),Count of lead trueai dupe counts. Respects the current filter context.,0,9606d997-f205-475d-ac36-7d79084cf08c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.lead_trueai_non_dupe_counts,"calculate(COUNT(leads[_sys_docid]), leads[trueai_is_master] = true ||  ISBLANK(leads[trueai_is_master]) = true )",Count of lead trueai non dupe counts. Respects the current filter context.,0,03b6db32-8906-4539-b414-5a8674d52849
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.leads_trueai_unique_company_count,calculate(DISTINCTCOUNT(leads[_sys_ssr_id])),Count of leads trueai unique company count. Respects the current filter context.,0,ab74326a-f655-49ee-a97a-d9df51cb6946
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\leads.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,leads,meas.leads_count,,Count of leads count. Respects the current filter context.,"#,0",385bb1e3-0994-43d5-b273-0035f959e00d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_accts_industry,"var _avg = AVERAGE(accounts[trueai_industry_conf])      // get the avg accts industry conf
			var _conf = ROUND(_avg,2)*100    
			RETURN 
			_conf",Measure calculating ai scores accts industry. Respects the current filter context.,0,aed2cc30-bc21-47ae-a2f9-a543931093ae
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_accts_industry_text,"var _conf = [meas.ai_scores_accts_industry]
			
			var _status_ = IF(
			    _conf > 94, ""Excellent"", 
			        If(_conf > 84,  ""Great"", 
			            If(_conf > 74 ,""Good"", 
			                if(_conf> 49, ""Fair"", ""Limited"" 
			            )
			        )
			    )
			)  // use the legend
			
			
			RETURN 
			_status_",Measure calculating ai scores accts industry text. Respects the current filter context.,,5d609869-b248-474c-babe-6a7ca3e7fa61
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_accts_industry_factor1_value,,Measure calculating ai scores accts industry factor1 value. Respects the current filter context.,,5e8cefaa-6f91-4459-9456-f4723c7b2cf9
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_accts_industry_factor1_name,"VAR fact1 = ""trueai_industry_conf"" 
			
			RETURN
			    fact1",Measure calculating ai scores accts industry factor1 name. Respects the current filter context.,,fc050bfc-3d4e-4c0c-9024-edd19b903811
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_accts_leadsource_factor1_name,"VAR fact1 = ""trueai_leadsource_conf"" 
			
			RETURN
			    fact1",Measure calculating ai scores accts leadsource factor1 name. Respects the current filter context.,,933be031-cdd0-4e6d-9274-bdeb91b697bd
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_adj_duration_factor1_name,"VAR fact1 = ""stkhlds_all_adj_dur_rule""
			RETURN
			fact1",Measure calculating ai scores adj duration factor1 name. Respects the current filter context.,,b2eb6384-25f7-4d4f-a2f6-20396d5d05e5
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_booking_calibration_factor1_name,"var fact1 = ""ttm_ref_date_bookings""
			RETURN
			fact1",Measure calculating ai scores booking calibration factor1 name. Respects the current filter context.,,06270f6c-31af-4ce4-a1f5-9c7a310384ea
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_ci_act_capt_lvl_factor1_name,"VAR fact1 =""ci_act_capt_lvl_conf""    
			     
			RETURN
			    fact1",Measure calculating ai scores ci act capt lvl factor1 name. Respects the current filter context.,,1848f8dc-e2d7-4543-ac99-7b986064f047
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_ci_closing_ability_factor1_name,,Measure calculating ai scores ci closing ability factor1 name. Respects the current filter context.,,076bad6f-23d8-480e-a3f5-64e7c0a75dae
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_ci_deal_maxing_factor1_name,,Measure calculating ai scores ci deal maxing factor1 name. Respects the current filter context.,,c64e15d8-cb3f-447f-8ee6-839785e41342
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_ci_discovery_skill_factor1_name,,Measure calculating ai scores ci discovery skill factor1 name. Respects the current filter context.,,96066a58-4e62-4f19-a3ce-89266cb2812b
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_ci_engagement_ability_factor1_name,,Measure calculating ai scores ci engagement ability factor1 name. Respects the current filter context.,,7b3bba3b-3d92-47dc-93bd-61d6731f37f8
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\metadata_ai_scores.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,metadata_ai_scores,meas.ai_scores_ci_time_alloc_factor1_name,"VAR fact1 =""# Reps with Time Allocation""    
			RETURN
			fact1",Measure calculating ai scores ci time alloc factor1 name. Respects the current filter context.,,c10d5359-4f8a-4940-b162-af094c386628
